東京都目黒区駒場4-6-8	35.664005	139.678508
千葉県松戸市新松戸2-22	35.824706	139.920653
東京都練馬区下石神井4-12-10	35.727346	139.603359
岐阜県多治見市宝町8-1-1	35.344887	137.108447
愛知県名古屋市東区東片端町35	35.179134	136.913366
愛知県名古屋市東区東片端町35	35.179134	136.913366
北海道札幌市北区北7条西4丁目1-1	43.0692	141.349586
北海道札幌市中央区北2条西3丁目	43.06383	141.35201
愛知県岡崎市上明大寺町1-3	34.952034	137.167802
福岡県糟屋郡志免町大字別府字カジ547-1	33.593462	130.464045
北海道札幌市中央区南3条西5丁目1-1	43.056112	141.351013
神奈川県横浜市西区南幸2-9-1	35.46334	139.617877
北海道札幌市北区北13条西4丁目1-5	43.075983	141.347747
群馬県高崎市東町7-7	36.323904	139.014233
大阪府池田市石橋2-1-5	34.809684	135.445334
北海道札幌市豊平区平岸3条3丁目1-29	43.0399	141.370205
58/17	35.750031	139.750374
東京都葛飾区東金町1-16-2	35.771679	139.868482
千葉県我孫子市白山1丁目7-7	35.866052	140.013091
jalanPJU	0	0
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
東京都国分寺市南町2-17-9	35.69972	139.483242
埼玉県川口市東領家3-21-9	35.794135	139.753289
埼玉県川口市東領家3-21-9	35.794135	139.753289
埼玉県川口市東領家3-21-9	35.794135	139.753289
